Model,Architecture,Device,Time_seconds
TVAE,"(16, 8)",CPU,0.2034
TVAE,"(16, 8)",CPU,0.2024
TVAE,"(16, 8)",CPU,0.2024
TVAE,"(16, 8)",CPU,0.2035
TVAE,"(16, 8)",CPU,0.2025
TVAE,"(16, 8)",CPU,0.2069
TVAE,"(16, 8)",CPU,0.2045
TVAE,"(16, 8)",CPU,0.2026
TVAE,"(16, 8)",CPU,0.2032
TVAE,"(16, 8)",CPU,0.2034
TVAE,"(16, 8)",CPU,0.2055
TVAE,"(16, 8)",CPU,0.2041
TVAE,"(16, 8)",CPU,0.2037
TVAE,"(16, 8)",CPU,0.203
TVAE,"(16, 8)",CPU,0.2019
TVAE,"(16, 8)",CPU,0.2062
TVAE,"(16, 8)",CPU,0.2032
